Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
758-9759,2,EM Elite,C3-P9,2,65.79,0.9074,1.0,0.9116,0.5052,1,0.051,True,EM Premium,C3-P10,2,66.66,0.9047,1.0,0.9035,0.4986,1,0.0558,True,EM Max,C3-P11,2,70.2,0.8879,1.0,0.8463,0.4735,1,0.1004,True
758-9767,2,EM Max,C3-P11,2,70.2,0.9018,1.0,0.9085,0.4735,1,0.055,True,EM Ultra,C3-P12,2,73.74,0.8868,1.0,0.8578,0.4508,1,0.0951,True,EM Supreme,C3-P13,2,77.28,0.8733,1.0,0.8155,0.4301,1,0.1352,True
758-9768,2,EM Pro,C3-P8,2,63.42,0.903,1.0,0.8767,0.5241,1,0.0716,True,EM Elite,C3-P9,2,65.79,0.8884,1.0,0.8274,0.5052,1,0.1146,True,EM Premium,C3-P10,2,66.66,0.8859,1.0,0.8205,0.4986,1,0.1201,True
758-9775,2,EM Max,C3-P11,2,70.2,0.8536,1.0,0.7452,0.4735,1,0.2918,True,EM Ultra,C3-P12,2,73.74,0.8441,1.0,0.7136,0.4508,1,0.3057,True,EM Supreme,C3-P13,2,77.28,0.8354,1.0,0.6858,0.4301,1,0.3196,True
758-9777,2,EM Max,C3-P11,2,70.2,0.8651,1.0,0.7595,0.4735,1,0.1983,True,EM Ultra,C3-P12,2,73.74,0.8503,1.0,0.7212,0.4508,1,0.255,True,EM Supreme,C3-P13,2,77.28,0.8367,1.0,0.6886,0.4301,1,0.3116,True
758-9778,2,EM Starter,C3-P1,2,51.09,0.788,0.8014,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7896,0.8109,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.7956,0.8458,1.0,0.6122,1,0.0,False
758-9795,2,EM Elite,C3-P9,2,65.79,0.8997,1.0,0.8854,0.5052,1,0.0887,True,EM Premium,C3-P10,2,66.66,0.897,1.0,0.877,0.4986,1,0.0933,True,EM Max,C3-P11,2,70.2,0.8804,1.0,0.8274,0.4735,1,0.1477,True
758-9796,2,EM Max,C3-P11,2,70.2,0.8592,1.0,0.7732,0.4735,1,0.2777,True,EM Ultra,C3-P12,2,73.74,0.8495,1.0,0.7402,0.4508,1,0.2911,True,EM Supreme,C3-P13,2,77.28,0.8407,1.0,0.7111,0.4301,1,0.3045,True
758-9797,2,EM Elite,C3-P9,2,65.79,0.8992,1.0,0.8722,0.5052,1,0.0746,True,EM Premium,C3-P10,2,66.66,0.8965,1.0,0.8641,0.4986,1,0.0794,True,EM Max,C3-P11,2,70.2,0.8798,1.0,0.8081,0.4735,1,0.1247,True
758-9798,2,EM Elite,C3-P9,2,65.79,0.9053,1.0,0.9014,0.5052,1,0.0574,True,EM Premium,C3-P10,2,66.66,0.9026,1.0,0.8937,0.4986,1,0.0624,True,EM Max,C3-P11,2,70.2,0.8858,1.0,0.8367,0.4735,1,0.1072,True
758-9858,0,HH Starter,C1-P1,0,34.69,0.7541,0.5345,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7563,0.5982,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7599,0.6438,1.0,0.7781,1,0.0,False
758-9869,2,EM Max,C3-P11,2,70.2,0.8971,1.0,0.8899,0.4735,1,0.0739,True,EM Ultra,C3-P12,2,73.74,0.8822,1.0,0.8423,0.4508,1,0.1174,True,EM Supreme,C3-P13,2,77.28,0.8688,1.0,0.8022,0.4301,1,0.1608,True
758-9876,2,EM Premium,C3-P10,2,66.66,0.9189,1.0,0.9708,0.4986,1,0.0156,True,EM Max,C3-P11,2,70.2,0.9016,1.0,0.9078,0.4735,1,0.0558,True,EM Ultra,C3-P12,2,73.74,0.8866,1.0,0.8573,0.4508,1,0.0961,True
758-9886,2,EM Premium,C3-P10,2,66.66,0.8779,1.0,0.8334,0.4986,1,0.2191,True,EM Max,C3-P11,2,70.2,0.8633,1.0,0.7933,0.4735,1,0.2675,True,EM Ultra,C3-P12,2,73.74,0.8534,1.0,0.7593,0.4508,1,0.2806,True
758-9895,0,HH Starter,C1-P1,0,34.69,0.7676,0.5797,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7712,0.6477,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7757,0.6967,1.0,0.7781,1,0.0,False
758-9898,2,EM Pro,C3-P8,2,63.42,0.8897,1.0,0.8411,0.5241,1,0.1508,True,EM Elite,C3-P9,2,65.79,0.875,1.0,0.8083,0.5052,1,0.2206,True,EM Premium,C3-P10,2,66.66,0.8723,1.0,0.8001,0.4986,1,0.2253,True
758-9955,2,EM Elite,C3-P9,2,65.79,0.8775,1.0,0.8182,0.5052,1,0.2101,True,EM Premium,C3-P10,2,66.66,0.8748,1.0,0.8097,0.4986,1,0.2146,True,EM Max,C3-P11,2,70.2,0.858,1.0,0.7697,0.4735,1,0.2844,True
758-9956,2,EM Max,C3-P11,2,70.2,0.8444,1.0,0.7037,0.4735,1,0.3214,True,EM Ultra,C3-P12,2,73.74,0.835,1.0,0.6736,0.4508,1,0.3363,True,EM Supreme,C3-P13,2,77.28,0.8265,1.0,0.6472,0.4301,1,0.3511,True
758-9958,2,EM Premium,C3-P10,2,66.66,0.8741,1.0,0.8083,0.4986,1,0.2194,True,EM Max,C3-P11,2,70.2,0.8579,1.0,0.7685,0.4735,1,0.2842,True,EM Ultra,C3-P12,2,73.74,0.8481,1.0,0.7348,0.4508,1,0.2979,True
758-9959,2,EM Max,C3-P11,2,70.2,0.8559,1.0,0.753,0.4735,1,0.2806,True,EM Ultra,C3-P12,2,73.74,0.8466,1.0,0.7224,0.4508,1,0.2941,True,EM Supreme,C3-P13,2,77.28,0.838,1.0,0.6952,0.4301,1,0.3077,True
758-9975,2,EM Starter,C3-P1,2,51.09,0.7842,0.7987,0.985,0.6506,1,0.0077,False,EM Basic,C3-P2,2,51.74,0.781,0.7987,0.9754,0.6424,1,0.0131,False,EM Standard,C3-P3,2,54.3,0.7772,0.8144,0.9563,0.6122,1,0.0241,False
758-9995,2,EM Max,C3-P11,2,70.2,0.8974,1.0,0.8885,0.4735,1,0.0685,True,EM Ultra,C3-P12,2,73.74,0.8825,1.0,0.839,0.4508,1,0.1096,True,EM Supreme,C3-P13,2,77.28,0.8691,1.0,0.7976,0.4301,1,0.1507,True
758-9996,2,EM Pro,C3-P8,2,63.42,0.8805,1.0,0.811,0.5241,1,0.1975,True,EM Elite,C3-P9,2,65.79,0.8654,1.0,0.7823,0.5052,1,0.2772,True,EM Premium,C3-P10,2,66.66,0.8628,1.0,0.7751,0.4986,1,0.2826,True
758-9999,2,EM Max,C3-P11,2,70.2,0.8925,1.0,0.8667,0.4735,1,0.0856,True,EM Ultra,C3-P12,2,73.74,0.8776,1.0,0.8193,0.4508,1,0.1289,True,EM Supreme,C3-P13,2,77.28,0.8642,1.0,0.7795,0.4301,1,0.1721,True
759-5575,2,EM Elite,C3-P9,2,65.79,0.9038,1.0,0.8947,0.5052,1,0.0621,True,EM Premium,C3-P10,2,66.66,0.9012,1.0,0.8875,0.4986,1,0.0674,True,EM Max,C3-P11,2,70.2,0.8842,1.0,0.8272,0.4735,1,0.1094,True
759-5576,2,EM Premium,C3-P10,2,66.66,0.852,1.0,0.7252,0.4986,1,0.3161,True,EM Max,C3-P11,2,70.2,0.8414,1.0,0.6901,0.4735,1,0.3313,True,EM Ultra,C3-P12,2,73.74,0.832,1.0,0.6604,0.4508,1,0.3465,True
759-5587,2,EM Elite,C3-P9,2,65.79,0.894,1.0,0.85,0.5052,1,0.093,True,EM Premium,C3-P10,2,66.66,0.8914,1.0,0.843,0.4986,1,0.0985,True,EM Max,C3-P11,2,70.2,0.8747,1.0,0.7878,0.4735,1,0.1446,True
759-5589,2,EM Premium,C3-P10,2,66.66,0.9022,1.0,0.892,0.4986,1,0.0636,True,EM Max,C3-P11,2,70.2,0.8855,1.0,0.8356,0.4735,1,0.1089,True,EM Ultra,C3-P12,2,73.74,0.8707,1.0,0.7902,0.4508,1,0.1542,True
759-5689,2,EM Max,C3-P11,2,70.2,0.8922,1.0,0.8652,0.4735,1,0.0861,True,EM Ultra,C3-P12,2,73.74,0.8773,1.0,0.8162,0.4508,1,0.1274,True,EM Supreme,C3-P13,2,77.28,0.8639,1.0,0.7754,0.4301,1,0.1688,True
759-5765,2,EM Select,C3-P6,2,59.58,0.899,1.0,0.8358,0.5579,1,0.101,True,EM Advance,C3-P7,2,60.75,0.8939,1.0,0.8201,0.5472,1,0.1115,True,EM Pro,C3-P8,2,63.42,0.8747,1.0,0.7588,0.5241,1,0.1779,True
759-5768,2,EM Premium,C3-P10,2,66.66,0.8742,1.0,0.7932,0.4986,1,0.1959,True,EM Max,C3-P11,2,70.2,0.8572,1.0,0.7518,0.4735,1,0.2661,True,EM Ultra,C3-P12,2,73.74,0.8431,1.0,0.7173,0.4508,1,0.3207,True
759-5769,2,EM Pro,C3-P8,2,63.42,0.8787,1.0,0.7957,0.5241,1,0.1926,True,EM Elite,C3-P9,2,65.79,0.8638,1.0,0.7644,0.5052,1,0.2664,True,EM Premium,C3-P10,2,66.66,0.8611,1.0,0.7563,0.4986,1,0.2711,True
759-5777,2,EM Elite,C3-P9,2,65.79,0.9044,1.0,0.897,0.5052,1,0.0596,True,EM Premium,C3-P10,2,66.66,0.9017,1.0,0.8886,0.4986,1,0.0642,True,EM Max,C3-P11,2,70.2,0.8848,1.0,0.8304,0.4735,1,0.1078,True
759-5778,2,EM Ultra,C3-P12,2,73.74,0.8854,1.0,0.8532,0.4508,1,0.1021,True,EM Supreme,C3-P13,2,77.28,0.8719,1.0,0.8116,0.4301,1,0.1432,True,EM Starter,C3-P1,2,51.09,0.7671,0.7315,1.0,0.6506,1,0.0,False
759-5779,2,EM Max,C3-P11,2,70.2,0.8458,1.0,0.7127,0.4735,1,0.3216,True,EM Ultra,C3-P12,2,73.74,0.8362,1.0,0.6812,0.4508,1,0.3365,True,EM Supreme,C3-P13,2,77.28,0.8275,1.0,0.6538,0.4301,1,0.3514,True
759-5786,2,EM Max,C3-P11,2,70.2,0.8999,1.0,0.9,0.4735,1,0.0615,True,EM Ultra,C3-P12,2,73.74,0.8849,1.0,0.8502,0.4508,1,0.1024,True,EM Supreme,C3-P13,2,77.28,0.8715,1.0,0.8086,0.4301,1,0.1434,True
759-5788,0,HH Starter,C1-P1,0,34.69,0.8033,0.7192,0.97,0.9582,1,0.017,False,HH Basic,C1-P2,0,39.29,0.8075,0.7895,0.97,0.846,1,0.017,False,HH Standard,C1-P3,0,42.72,0.8124,0.8397,0.97,0.7781,1,0.017,False
759-5789,2,EM Premium,C3-P10,2,66.66,0.9129,1.0,0.9433,0.4986,1,0.0341,True,EM Max,C3-P11,2,70.2,0.8959,1.0,0.8849,0.4735,1,0.0782,True,EM Ultra,C3-P12,2,73.74,0.8811,1.0,0.8378,0.4508,1,0.1222,True
759-5797,2,EM Max,C3-P11,2,70.2,0.8494,1.0,0.7295,0.4735,1,0.3103,True,EM Ultra,C3-P12,2,73.74,0.8398,1.0,0.6977,0.4508,1,0.3248,True,EM Supreme,C3-P13,2,77.28,0.8311,1.0,0.6698,0.4301,1,0.3393,True
759-5798,2,EM Max,C3-P11,2,70.2,0.897,1.0,0.8867,0.4735,1,0.0701,True,EM Ultra,C3-P12,2,73.74,0.8821,1.0,0.8376,0.4508,1,0.1115,True,EM Supreme,C3-P13,2,77.28,0.8687,1.0,0.7964,0.4301,1,0.1529,True
759-5858,0,HH Starter,C1-P1,0,34.69,0.7844,0.6356,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.791,0.7137,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7975,0.7695,1.0,0.7781,1,0.0,False
759-5895,2,EM Premium,C3-P10,2,66.66,0.906,1.0,0.9103,0.4986,1,0.0536,True,EM Max,C3-P11,2,70.2,0.8892,1.0,0.8533,0.4735,1,0.0985,True,EM Ultra,C3-P12,2,73.74,0.8744,1.0,0.8073,0.4508,1,0.1435,True
759-5897,0,HH Starter,C1-P1,0,34.69,0.7727,0.5966,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7755,0.662,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7792,0.7084,1.0,0.7781,1,0.0,False
759-5898,2,EM Pro,C3-P8,2,63.42,0.8986,1.0,0.8741,0.5241,1,0.1113,True,EM Elite,C3-P9,2,65.79,0.8841,1.0,0.8381,0.5052,1,0.1736,True,EM Premium,C3-P10,2,66.66,0.8815,1.0,0.83,0.4986,1,0.1783,True
759-5899,2,EM Pro,C3-P8,2,63.42,0.8809,1.0,0.8089,0.5241,1,0.1907,True,EM Elite,C3-P9,2,65.79,0.8659,1.0,0.7795,0.5052,1,0.268,True,EM Premium,C3-P10,2,66.66,0.8633,1.0,0.7724,0.4986,1,0.2734,True
759-5958,1,MB Starter,C2-P1,1,33.24,0.7686,0.562,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.7698,0.6206,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.7885,0.7408,1.0,0.7748,1,0.0,False
759-5967,2,EM Premium,C3-P10,2,66.66,0.8673,1.0,0.7863,0.4986,1,0.2548,True,EM Max,C3-P11,2,70.2,0.854,1.0,0.7482,0.4735,1,0.2926,True,EM Ultra,C3-P12,2,73.74,0.8443,1.0,0.7159,0.4508,1,0.3066,True
759-5968,2,EM Premium,C3-P10,2,66.66,0.8653,1.0,0.7697,0.4986,1,0.2493,True,EM Max,C3-P11,2,70.2,0.8497,1.0,0.7313,0.4735,1,0.3099,True,EM Ultra,C3-P12,2,73.74,0.84,1.0,0.699,0.4508,1,0.3244,True
759-5969,2,EM Premium,C3-P10,2,66.66,0.8618,1.0,0.762,0.4986,1,0.2733,True,EM Max,C3-P11,2,70.2,0.8486,1.0,0.7248,0.4735,1,0.3118,True,EM Ultra,C3-P12,2,73.74,0.839,1.0,0.6932,0.4508,1,0.3263,True
759-5975,2,EM Starter,C3-P1,2,51.09,0.7626,0.7258,0.9864,0.6506,1,0.0072,False,EM Basic,C3-P2,2,51.74,0.7643,0.7355,0.9864,0.6424,1,0.0072,False,EM Standard,C3-P3,2,54.3,0.7595,0.7487,0.9665,0.6122,1,0.0191,False
759-5978,2,EM Value,C3-P4,2,56.34,0.927,1.0,0.9436,0.59,1,0.0301,True,EM Plus,C3-P5,2,57.21,0.9238,1.0,0.9343,0.581,1,0.0353,True,EM Select,C3-P6,2,59.58,0.9001,1.0,0.8473,0.5579,1,0.1069,True
759-5979,2,EM Pro,C3-P8,2,63.42,0.9155,1.0,0.9367,0.5241,1,0.0364,True,EM Elite,C3-P9,2,65.79,0.9003,1.0,0.8791,0.5052,1,0.0731,True,EM Premium,C3-P10,2,66.66,0.8977,1.0,0.8721,0.4986,1,0.0786,True
759-5985,2,EM Pro,C3-P8,2,63.42,0.9028,1.0,0.878,0.5241,1,0.0755,True,EM Elite,C3-P9,2,65.79,0.8885,1.0,0.8331,0.5052,1,0.123,True,EM Premium,C3-P10,2,66.66,0.8858,1.0,0.8257,0.4986,1,0.1282,True
759-5988,2,EM Premium,C3-P10,2,66.66,0.8731,1.0,0.8162,0.4986,1,0.2415,True,EM Max,C3-P11,2,70.2,0.8601,1.0,0.7773,0.4735,1,0.2747,True,EM Ultra,C3-P12,2,73.74,0.8504,1.0,0.7441,0.4508,1,0.288,True
759-5989,2,EM Pro,C3-P8,2,63.42,0.8791,1.0,0.8014,0.5241,1,0.1969,True,EM Elite,C3-P9,2,65.79,0.8641,1.0,0.7718,0.5052,1,0.2747,True,EM Premium,C3-P10,2,66.66,0.8615,1.0,0.7642,0.4986,1,0.2798,True
759-5995,1,MB Starter,C2-P1,1,33.24,0.814,0.7448,0.9555,1.0,1,0.0271,False,MB Basic,C2-P2,1,37.32,0.8029,0.7873,0.9238,0.8907,1,0.0548,False,MB Standard,C2-P3,1,42.9,0.8106,0.8918,0.9007,0.7748,1,0.0824,False
759-5997,2,EM Max,C3-P11,2,70.2,0.8452,1.0,0.7103,0.4735,1,0.3241,True,EM Ultra,C3-P12,2,73.74,0.8356,1.0,0.6789,0.4508,1,0.339,True,EM Supreme,C3-P13,2,77.28,0.8269,1.0,0.6516,0.4301,1,0.354,True
759-5998,2,EM Premium,C3-P10,2,66.66,0.8798,1.0,0.8182,0.4986,1,0.1775,True,EM Max,C3-P11,2,70.2,0.8627,1.0,0.776,0.4735,1,0.247,True,EM Ultra,C3-P12,2,73.74,0.8486,1.0,0.7406,0.4508,1,0.301,True
759-5999,2,EM Premium,C3-P10,2,66.66,0.8754,1.0,0.8218,0.4986,1,0.2267,True,EM Max,C3-P11,2,70.2,0.861,1.0,0.7822,0.4735,1,0.2734,True,EM Ultra,C3-P12,2,73.74,0.8512,1.0,0.7485,0.4508,1,0.2867,True
759-6555,0,HH Starter,C1-P1,0,34.69,0.7564,0.5421,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7594,0.6085,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7634,0.6557,1.0,0.7781,1,0.0,False
759-6565,0,HH Starter,C1-P1,0,34.69,0.7597,0.5533,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7623,0.618,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7659,0.664,1.0,0.7781,1,0.0,False
759-6575,0,HH Starter,C1-P1,0,34.69,0.7627,0.5634,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7661,0.6307,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7704,0.6788,1.0,0.7781,1,0.0,False
759-6579,2,EM Ultra,C3-P12,2,73.74,0.8692,1.0,0.7851,0.4508,1,0.1617,True,EM Supreme,C3-P13,2,77.28,0.8559,1.0,0.747,0.4301,1,0.2069,True,EM Starter,C3-P1,2,51.09,0.7847,0.7952,0.9926,0.6506,1,0.0038,False
759-6585,2,EM Pro,C3-P8,2,63.42,0.8903,1.0,0.8395,0.5241,1,0.1423,True,EM Elite,C3-P9,2,65.79,0.8758,1.0,0.8061,0.5052,1,0.2093,True,EM Premium,C3-P10,2,66.66,0.8731,1.0,0.7986,0.4986,1,0.2144,True
759-6687,2,EM Pro,C3-P8,2,63.42,0.9018,1.0,0.8736,0.5241,1,0.0781,True,EM Elite,C3-P9,2,65.79,0.8875,1.0,0.8286,0.5052,1,0.1254,True,EM Premium,C3-P10,2,66.66,0.8849,1.0,0.8215,0.4986,1,0.1308,True
759-6766,2,EM Pro,C3-P8,2,63.42,0.8978,1.0,0.8551,0.5241,1,0.0906,True,EM Elite,C3-P9,2,65.79,0.8835,1.0,0.8105,0.5052,1,0.1385,True,EM Premium,C3-P10,2,66.66,0.8809,1.0,0.8033,0.4986,1,0.1438,True
759-6767,2,EM Elite,C3-P9,2,65.79,0.8972,1.0,0.864,0.5052,1,0.0813,True,EM Premium,C3-P10,2,66.66,0.8947,1.0,0.8569,0.4986,1,0.0868,True,EM Max,C3-P11,2,70.2,0.8778,1.0,0.799,0.4735,1,0.1306,True
759-6777,2,EM Supreme,C3-P13,2,77.28,0.8541,1.0,0.7389,0.4301,1,0.2122,True,EM Starter,C3-P1,2,51.09,0.779,0.7908,0.972,0.6506,1,0.0158,False,EM Basic,C3-P2,2,51.74,0.7807,0.8004,0.972,0.6424,1,0.0158,False
759-6779,2,EM Max,C3-P11,2,70.2,0.8973,1.0,0.8893,0.4735,1,0.0709,True,EM Ultra,C3-P12,2,73.74,0.8824,1.0,0.8409,0.4508,1,0.1133,True,EM Supreme,C3-P13,2,77.28,0.869,1.0,0.8003,0.4301,1,0.1557,True
759-6787,2,EM Select,C3-P6,2,59.58,0.8781,1.0,0.7855,0.5579,1,0.234,True,EM Advance,C3-P7,2,60.75,0.8731,1.0,0.7696,0.5472,1,0.2445,True,EM Pro,C3-P8,2,63.42,0.8575,1.0,0.7306,0.5241,1,0.3066,True
759-6789,2,EM Starter,C3-P1,2,51.09,0.7805,0.7833,0.9898,0.6506,1,0.0053,False,EM Basic,C3-P2,2,51.74,0.7773,0.7833,0.9802,0.6424,1,0.0108,False,EM Standard,C3-P3,2,54.3,0.7776,0.8057,0.9713,0.6122,1,0.0162,False
759-6795,2,EM Pro,C3-P8,2,63.42,0.8804,1.0,0.8009,0.5241,1,0.1835,True,EM Elite,C3-P9,2,65.79,0.8656,1.0,0.769,0.5052,1,0.2554,True,EM Premium,C3-P10,2,66.66,0.8629,1.0,0.7609,0.4986,1,0.2602,True
759-6796,2,EM Starter,C3-P1,2,51.09,0.7894,0.8376,0.955,0.6506,1,0.0274,False,EM Basic,C3-P2,2,51.74,0.7902,0.8443,0.955,0.6424,1,0.0274,False,EM Standard,C3-P3,2,54.3,0.7959,0.8785,0.955,0.6122,1,0.0274,False
759-6797,2,EM Elite,C3-P9,2,65.79,0.9062,1.0,0.9062,0.5052,1,0.0549,True,EM Premium,C3-P10,2,66.66,0.9036,1.0,0.8984,0.4986,1,0.0598,True,EM Max,C3-P11,2,70.2,0.8865,1.0,0.838,0.4735,1,0.1017,True
759-6799,0,HH Advance,C1-P7,0,58.5,0.8822,1.0,0.7896,0.5682,1,0.2149,True,HH Starter,C1-P1,0,34.69,0.7912,0.7313,0.905,0.9582,1,0.0766,False,HH Basic,C1-P2,0,39.29,0.7961,0.8036,0.905,0.846,1,0.0766,False
759-6878,0,HH Starter,C1-P1,0,34.69,0.7991,0.7219,0.9475,0.9582,1,0.0332,False,HH Basic,C1-P2,0,39.29,0.804,0.7945,0.9475,0.846,1,0.0332,False,HH Standard,C1-P3,0,42.72,0.8095,0.8466,0.9475,0.7781,1,0.0332,False
759-6898,2,EM Premium,C3-P10,2,66.66,0.8729,1.0,0.8105,0.4986,1,0.2343,True,EM Max,C3-P11,2,70.2,0.8588,1.0,0.7714,0.4735,1,0.2794,True,EM Ultra,C3-P12,2,73.74,0.849,1.0,0.7381,0.4508,1,0.2929,True
759-6967,2,EM Elite,C3-P9,2,65.79,0.8959,1.0,0.8581,0.5052,1,0.0857,True,EM Premium,C3-P10,2,66.66,0.8933,1.0,0.851,0.4986,1,0.0912,True,EM Max,C3-P11,2,70.2,0.8765,1.0,0.7933,0.4735,1,0.1351,True
759-6968,2,EM Max,C3-P11,2,70.2,0.8916,1.0,0.8642,0.4735,1,0.0906,True,EM Ultra,C3-P12,2,73.74,0.8768,1.0,0.8178,0.4508,1,0.135,True,EM Supreme,C3-P13,2,77.28,0.8634,1.0,0.7787,0.4301,1,0.1795,True
759-6977,2,EM Starter,C3-P1,2,51.09,0.7782,0.7688,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7799,0.7783,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.7854,0.8119,1.0,0.6122,1,0.0,False
759-6979,2,EM Max,C3-P11,2,70.2,0.8606,1.0,0.7804,0.4735,1,0.2749,True,EM Ultra,C3-P12,2,73.74,0.8508,1.0,0.7469,0.4508,1,0.2882,True,EM Supreme,C3-P13,2,77.28,0.842,1.0,0.7175,0.4301,1,0.3015,True
759-6987,2,EM Ultra,C3-P12,2,73.74,0.834,1.0,0.6585,0.4508,1,0.3236,True,EM Supreme,C3-P13,2,77.28,0.8261,1.0,0.6359,0.4301,1,0.3381,True,EM Starter,C3-P1,2,51.09,0.7677,0.9164,0.8076,0.6506,1,0.2593,False
759-6995,2,EM Elite,C3-P9,2,65.79,0.882,1.0,0.8398,0.5052,1,0.198,True,EM Premium,C3-P10,2,66.66,0.8792,1.0,0.8314,0.4986,1,0.2026,True,EM Max,C3-P11,2,70.2,0.8624,1.0,0.7906,0.4735,1,0.2719,True
759-6996,2,EM Premium,C3-P10,2,66.66,0.8763,1.0,0.8287,0.4986,1,0.228,True,EM Max,C3-P11,2,70.2,0.8625,1.0,0.7891,0.4735,1,0.2689,True,EM Ultra,C3-P12,2,73.74,0.8527,1.0,0.7553,0.4508,1,0.282,True
759-6999,0,HH Starter,C1-P1,0,34.69,0.7996,0.6897,0.995,0.9582,1,0.0026,False,HH Basic,C1-P2,0,39.29,0.8029,0.7567,0.995,0.846,1,0.0026,False,HH Standard,C1-P3,0,42.72,0.807,0.8042,0.995,0.7781,1,0.0026,False
759-7555,2,EM Advance,C3-P7,2,60.75,0.9017,1.0,0.8643,0.5472,1,0.1,True,EM Pro,C3-P8,2,63.42,0.8823,1.0,0.8092,0.5241,1,0.1771,True,EM Elite,C3-P9,2,65.79,0.8675,1.0,0.7782,0.5052,1,0.2502,True
759-7557,2,EM Pro,C3-P8,2,63.42,0.9014,1.0,0.8752,0.5241,1,0.085,True,EM Elite,C3-P9,2,65.79,0.8872,1.0,0.8338,0.5052,1,0.1367,True,EM Premium,C3-P10,2,66.66,0.8846,1.0,0.8267,0.4986,1,0.1421,True
759-7558,2,EM Pro,C3-P8,2,63.42,0.8815,1.0,0.8058,0.5241,1,0.1796,True,EM Elite,C3-P9,2,65.79,0.8667,1.0,0.7747,0.5052,1,0.2527,True,EM Premium,C3-P10,2,66.66,0.8641,1.0,0.7671,0.4986,1,0.2578,True
759-7559,2,EM Max,C3-P11,2,70.2,0.8757,1.0,0.7926,0.4735,1,0.1417,True,EM Ultra,C3-P12,2,73.74,0.8611,1.0,0.7484,0.4508,1,0.1879,True,EM Supreme,C3-P13,2,77.28,0.8478,1.0,0.7115,0.4301,1,0.234,True
759-7565,2,EM Max,C3-P11,2,70.2,0.8949,1.0,0.8797,0.4735,1,0.0809,True,EM Ultra,C3-P12,2,73.74,0.88,1.0,0.8326,0.4508,1,0.1249,True,EM Supreme,C3-P13,2,77.28,0.8666,1.0,0.793,0.4301,1,0.169,True
759-7569,2,EM Advance,C3-P7,2,60.75,0.9069,1.0,0.8874,0.5472,1,0.0832,True,EM Pro,C3-P8,2,63.42,0.8875,1.0,0.831,0.5241,1,0.1581,True,EM Elite,C3-P9,2,65.79,0.8727,1.0,0.7987,0.5052,1,0.2287,True
759-7577,2,EM Elite,C3-P9,2,65.79,0.9022,1.0,0.888,0.5052,1,0.068,True,EM Premium,C3-P10,2,66.66,0.8996,1.0,0.8811,0.4986,1,0.0736,True,EM Max,C3-P11,2,70.2,0.8829,1.0,0.8249,0.4735,1,0.1191,True
759-7587,0,HH Starter,C1-P1,0,34.69,0.788,0.6628,0.9778,0.9582,1,0.0122,False,HH Basic,C1-P2,0,39.29,0.7901,0.7258,0.9778,0.846,1,0.0122,False,HH Standard,C1-P3,0,42.72,0.7933,0.7705,0.9778,0.7781,1,0.0122,False
759-7589,0,HH Starter,C1-P1,0,34.69,0.795,0.6917,0.97,0.9582,1,0.017,False,HH Basic,C1-P2,0,39.29,0.7982,0.7582,0.97,0.846,1,0.017,False,HH Standard,C1-P3,0,42.72,0.8024,0.8062,0.97,0.7781,1,0.017,False
